Process_ID,Timestamp,Tool_Type,Wafer_ID,Chamber_Temperature,Gas_Flow_Rate,RF_Power,Etch_Depth,Rotation_Speed,Vacuum_Pressure,Stage_Alignment_Error,Vibration_Level,UV_Exposure_Intensity,Particle_Count,Defect,Join_Status
P1741,2025-01-07 06:57:00,Etching,WAF54537,82.94382612,46.64698146,336.2711256,447.0573825,1411.567834,0.567687435,1.766465508,0.015183823,141.5056214,144,1,Non-Joining
P1305,2025-01-07 06:57:00,Etching,WAF95968,74.92679323,43.37143369,371.2691908,678.3228479,1622.782555,0.623040624,1.376477862,0.013382527,103.6747158,541,0,Joining
P1456,2025-01-07 06:58:00,Lithography,WAF17228,78.65859238,66.08554237,211.1975727,267.7017801,1354.70653,0.472427831,0.018148222,0.008461228,110.4722099,807,0,Joining
P1177,2025-01-07 06:58:00,Lithography,WAF54828,78.28993415,44.651539,395.5994119,490.6550675,1662.621326,0.54871595,0.611181711,0.006888399,105.9008235,242,0,Joining
P1477,2025-01-07 06:58:00,Deposition,WAF22979,73.9018908,56.92872555,264.5600187,540.8899154,1861.04222,0.489524355,3.234691304,0.003497878,111.8609717,636,1,Non-Joining
P1519,2025-01-07 06:58:00,Etching,WAF83803,68.69040512,55.93588486,214.3346194,377.610043,1486.605527,0.441702293,2.500051387,0.013484175,108.9628651,124,0,Joining
P1764,2025-01-07 06:58:00,Lithography,WAF80908,75.1672706,58.11850193,346.7782575,460.7415493,1739.504411,0.495139469,3.232149327,0.011278827,128.7619651,558,0,Joining
P1945,2025-01-07 06:58:00,Etching,WAF37785,73.23270115,49.33013511,295.57459,467.5364522,1737.06877,0.484188009,2.292811687,0.006255258,146.3406373,551,0,Joining
P1290,2025-01-07 06:58:00,Etching,WAF84217,70.73973431,49.05315939,197.017497,453.5661982,1443.587757,0.506937163,2.03304023,0.006970929,105.1076503,488,0,Joining
P1755,2025-01-07 06:58:00,Deposition,WAF92757,72.3189786,44.70354085,239.2028771,536.1811868,1227.282367,0.474077529,1.006123895,0.012396344,97.31608994,826,0,Joining
P1376,2025-01-07 06:58:00,Lithography,WAF59383,76.01830211,41.6768453,239.6657557,472.5330606,1735.526984,0.418559115,1.371829375,0.002785712,131.0932294,785,0,Joining
P1762,2025-01-07 06:59:00,Etching,WAF67541,67.20650097,66.68028439,287.2870537,489.8616429,1616.68155,0.505032322,1.884251404,0.011396438,145.0077946,469,0,Joining
P1643,2025-01-07 06:59:00,Etching,WAF37134,71.79742888,59.04434351,326.255196,279.6640936,1445.665254,0.54109413,0.570763942,0.008502623,135.2081139,739,0,Joining
P1985,2025-01-07 06:59:00,Lithography,WAF34791,79.6767491,43.71624024,266.1442667,433.64811,1598.905783,0.423206614,2.425141047,0.006076919,102.313131,515,0,Joining
P1527,2025-01-07 06:59:00,Etching,WAF17038,80.94959858,33.4180315,250.8665053,526.6327303,1587.751333,0.543705037,4.247309663,0.007290248,116.798973,887,0,Joining
P1354,2025-01-07 06:59:00,Etching,WAF18048,79.68449597,38.97562731,255.246922,590.2284319,1485.933225,0.44176764,1.019293491,0.007789296,113.5840335,352,0,Joining
P1558,2025-01-07 06:59:00,Etching,WAF24954,77.69042393,59.3268361,240.978241,499.296834,1795.911686,0.59457695,1.445543996,0.008824559,139.5705212,446,0,Joining
P1412,2025-01-07 06:59:00,Lithography,WAF85614,78.44331148,54.11648565,383.7962563,584.5408558,1329.488829,0.538512073,2.900218676,0.00804259,131.3303321,768,0,Joining
P1089,2025-01-07 07:00:00,Deposition,WAF45489,76.40605265,41.58144334,270.0255185,553.253746,1473.021685,0.519554718,2.134826386,0.010106812,114.9002889,483,1,Non-Joining
P1065,2025-01-07 07:00:00,Lithography,WAF48217,87.3753232,52.9248748,388.4624574,507.5010584,1385.303685,0.433799876,1.913365938,0.003714582,121.5836664,701,0,Joining
P1252,2025-01-07 07:00:00,Deposition,WAF29637,73.12413138,58.37211858,303.67071,544.9245971,1783.756894,0.468453473,1.391440766,0.008389247,152.6532838,804,0,Joining
P1441,2025-01-07 07:00:00,Deposition,WAF71305,74.61517732,65.65165848,283.6231166,525.8950411,1531.508496,0.428199354,2.501696368,0.010566993,120.0927141,480,0,Joining
P1107,2025-01-07 07:00:00,Deposition,WAF32066,74.44297932,41.07488975,190.7510234,515.8582653,1595.409228,0.493315579,3.402980593,0.009265164,127.5318456,489,1,Non-Joining
P1221,2025-01-07 07:00:00,Lithography,WAF46189,71.98056975,40.93868767,310.0418499,477.6296158,1373.14633,0.478794099,2.922446289,0.012937053,112.862427,166,0,Joining
P1857,2025-01-07 07:00:00,Lithography,WAF43556,70.29208517,34.15265667,290.3896537,549.3232395,1382.702548,0.509922672,2.196652575,0.008430368,127.0143162,862,0,Joining
P1597,2025-01-07 07:01:00,Etching,WAF72119,72.35639184,53.56447068,325.2643115,529.2256865,1366.432387,0.477593054,0.802580379,0.004340881,132.6125881,705,1,Non-Joining
P1228,2025-01-07 07:01:00,Etching,WAF69026,83.70830332,53.92157806,292.6629811,364.2685878,1287.852544,0.603735595,1.876590689,0.005074565,127.1452488,694,0,Joining
P1043,2025-01-07 07:01:00,Etching,WAF48036,82.70283306,72.28472894,246.1758247,419.3377575,1170.754902,0.551573678,2.956682103,0.005813091,111.4619867,841,0,Joining
P1913,2025-01-07 07:01:00,Lithography,WAF25987,78.78155645,58.82095242,337.8850421,405.4248297,1596.400745,0.503109129,2.563145906,0.012663746,131.1750671,394,0,Joining
P1523,2025-01-07 07:01:00,Etching,WAF76024,77.56800617,48.30410846,225.4847157,450.3560378,1619.756974,0.519145926,2.938503487,0.004012607,122.1572024,243,0,Joining
P1389,2025-01-07 07:01:00,Deposition,WAF13654,77.75371346,54.12785117,274.6711444,464.5759298,1832.604345,0.475955744,1.993143866,0.011088604,124.9394799,348,0,Joining
P1404,2025-01-07 07:02:00,Lithography,WAF35223,80.78208886,52.61481687,280.1128755,587.7596992,1564.216351,0.532164562,2.760617801,0.008365154,141.1855518,406,0,Joining
P1843,2025-01-07 07:02:00,Etching,WAF31865,71.24953171,55.83324301,228.6378024,622.7975635,1503.382751,0.518561706,3.275923465,0.009672583,126.1253685,509,0,Joining
P1629,2025-01-07 07:02:00,Lithography,WAF60974,71.35176799,48.98679315,284.1143953,619.2519601,1769.668929,0.418686206,0.88706905,0.013892568,128.4292686,288,0,Joining
P1884,2025-01-07 07:02:00,Lithography,WAF29374,73.61001439,54.08854186,256.2838093,323.4502133,1714.01005,0.496852175,0.88152101,0.006381951,112.892121,544,0,Joining
P1701,2025-01-07 07:02:00,Lithography,WAF69207,75.10354342,44.74428649,346.9783382,268.3113869,1480.371063,0.547479051,1.684571755,0.009199157,139.7379725,153,0,Joining
P1769,2025-01-07 07:02:00,Lithography,WAF35775,73.25797085,63.58743566,284.2762101,458.1084252,1153.558563,0.546789528,2.775365233,0.004584541,133.96868,273,0,Joining
P1270,2025-01-07 07:02:00,Deposition,WAF22416,74.30541432,29.84228799,327.9090538,519.456899,1068.312709,0.513850253,2.940134272,0.011183709,112.3531075,125,0,Joining
P1904,2025-01-07 07:02:00,Lithography,WAF49214,77.30999012,55.3057064,304.2698892,500.9685953,1797.771499,0.421447558,0.832467092,0.01459514,124.7376315,739,0,Joining
P1861,2025-01-07 07:02:00,Lithography,WAF34144,77.91525365,74.37304624,282.1940799,466.4777137,1532.637688,0.462686316,3.143893239,0.00546623,127.9407768,318,0,Joining
P1928,2025-01-07 07:03:00,Etching,WAF17826,75.14038091,68.79050624,337.6528088,524.9099485,1476.573479,0.428239776,2.463759536,0.001249871,128.881809,596,0,Joining
P1949,2025-01-07 07:03:00,Etching,WAF62599,73.65546162,70.78277976,373.3143211,563.5697062,1958.690293,0.503881175,1.237156578,0.005742828,108.5318807,997,0,Joining
P1363,2025-01-07 07:03:00,Deposition,WAF22134,83.50662553,40.74268276,302.2275602,528.8785739,1272.676841,0.485535963,2.212053058,0.014720436,120.4222316,546,0,Joining
P1377,2025-01-07 07:03:00,Lithography,WAF26090,68.09825823,62.01006529,288.7752417,416.2963162,1501.688696,0.52269317,3.09981054,0.004770567,154.2416573,746,1,Non-Joining
P1195,2025-01-07 07:03:00,Lithography,WAF26608,69.52727012,55.56307623,305.6124069,433.917191,1548.950384,0.599984286,2.581352224,0.014627806,124.0251558,857,0,Joining
P1134,2025-01-07 07:03:00,Lithography,WAF34002,83.15576258,51.91299379,345.5385352,427.7857411,1532.664678,0.564964762,1.75602277,0.007121123,108.4788293,736,0,Joining
P1721,2025-01-07 07:03:00,Etching,WAF16508,81.79568842,51.10911073,338.8964626,472.2581795,1534.121117,0.539207982,2.111476998,0.009463133,152.907435,786,0,Joining
P1421,2025-01-07 07:03:00,Deposition,WAF16309,75.98255963,55.42772416,373.5011433,469.69081,1512.537958,0.554762779,2.674973605,0.007220499,98.26521295,561,0,Joining
P1747,2025-01-07 07:03:00,Lithography,WAF56404,74.30064821,48.15199701,332.0076603,490.6092648,1607.652543,0.52241581,2.391061668,-0.000258031,138.8229023,719,0,Joining
P1133,2025-01-07 07:04:00,Etching,WAF26257,66.10088412,54.73192846,302.2412649,405.7590903,1850.055063,0.487025459,2.448478988,0.012023843,130.9705831,947,1,Non-Joining
P1171,2025-01-07 07:04:00,Etching,WAF79363,70.25822947,60.34011254,345.2178906,672.263952,1627.928337,0.442212973,3.356272645,0.004303176,80.44053483,600,0,Joining
P1909,2025-01-07 07:04:00,Lithography,WAF83750,71.50548559,57.10969407,266.6014041,348.8327358,1815.403784,0.466612074,2.439740645,-0.001683083,110.6728715,891,0,Joining
P1762,2025-01-07 07:04:00,Deposition,WAF69327,67.5266489,28.54167995,386.3158972,297.2646657,1048.453847,0.509286129,1.551137805,0.003083505,99.93737443,958,0,Joining
P1084,2025-01-07 07:04:00,Etching,WAF12859,74.14277128,62.86307122,402.9029018,619.041972,1413.940713,0.415037946,2.549202273,0.00382982,104.3864896,163,0,Joining
P1983,2025-01-07 07:04:00,Deposition,WAF87424,71.86090627,34.27217167,340.9334459,404.8588845,1813.902499,0.594695208,2.850308766,0.008446001,87.9017709,371,1,Non-Joining
P1425,2025-01-07 07:04:00,Lithography,WAF42194,76.07176104,48.08549282,310.3530292,397.7079754,1628.962839,0.510808322,1.566891372,0.008767554,133.6560823,393,0,Joining
P1184,2025-01-07 07:04:00,Etching,WAF63219,77.049044,41.04497548,314.6645269,398.5094218,1123.862556,0.557872633,2.388839256,0.00782429,119.6423999,755,0,Joining
P1097,2025-01-07 07:04:00,Lithography,WAF85969,69.11178665,30.41395403,272.9840022,490.5447906,1327.643599,0.548649796,2.189763652,0.017114688,107.0902239,274,0,Joining
P1678,2025-01-07 07:04:00,Deposition,WAF51704,70.00414079,50.94406007,329.1995893,639.5791905,1443.063735,0.461512674,0.925503545,0.016306916,132.5457158,256,1,Non-Joining
P1452,2025-01-07 07:05:00,Etching,WAF94559,73.04061736,46.67822168,306.2176825,507.6897424,1761.798322,0.443373823,2.512067826,0.003562867,97.35963587,297,0,Joining
P1630,2025-01-07 07:05:00,Etching,WAF73956,66.26635317,51.22795851,378.2380337,704.5416454,1431.139658,0.505521199,3.198047334,0.017998728,113.2206775,901,0,Joining
P1052,2025-01-07 07:05:00,Deposition,WAF71472,72.98951948,47.59421273,315.9070781,483.5784174,1269.202312,0.58496077,1.615761162,0.004694867,101.5643652,869,0,Joining
P1178,2025-01-07 07:05:00,Lithography,WAF90987,84.67576134,56.9550048,411.8612537,693.9507429,1658.566122,0.53600128,1.826605578,0.007929121,122.5609984,322,1,Non-Joining
P1223,2025-01-07 07:05:00,Lithography,WAF70379,77.57132796,62.58618429,270.4590394,389.1971698,1472.51724,0.473671305,1.481678486,0.012515945,135.20075,156,0,Joining
P1442,2025-01-07 07:05:00,Deposition,WAF99063,74.45689101,38.41214535,326.3147627,613.4656609,1598.375938,0.497572739,3.312036503,0.004122649,98.16779207,626,0,Joining
P1329,2025-01-07 07:05:00,Deposition,WAF55335,72.38748829,60.49687019,302.1374756,521.4949435,1306.087186,0.474467344,1.808016956,0.008502154,104.1820165,633,1,Non-Joining
P1411,2025-01-07 07:05:00,Lithography,WAF76137,76.88547364,66.60747018,388.6995211,395.216684,1447.274254,0.4855219,1.855182188,0.008271895,109.4692685,568,0,Joining
P1782,2025-01-07 07:06:00,Deposition,WAF19874,71.00129926,23.90100636,330.163603,622.7210026,1174.048311,0.548897189,2.302147821,0.009605151,116.9612363,997,0,Joining
P1338,2025-01-07 07:06:00,Etching,WAF37546,72.70269805,46.31850333,292.4733097,633.0369637,1401.184339,0.539383914,2.418868231,0.015713292,140.4923827,428,1,Non-Joining
P1517,2025-01-07 07:06:00,Etching,WAF35720,76.96981612,42.46857124,293.7330705,592.0923401,1540.58152,0.509537345,3.251242863,0.016234167,122.8542529,120,0,Joining
P1924,2025-01-07 07:06:00,Deposition,WAF63948,71.38105605,48.22188891,309.4431377,517.4597318,1697.084007,0.54622878,0.738688348,0.000147388,131.3916339,891,0,Joining
P1395,2025-01-07 07:06:00,Deposition,WAF53023,75.22474479,39.82705402,363.5244234,552.2488853,1558.299266,0.481678324,2.508627133,0.011312623,109.5426518,964,0,Joining
P1028,2025-01-07 07:06:00,Deposition,WAF65186,77.00862819,44.17697869,385.4056685,271.8705814,936.1325968,0.41893946,2.552479566,0.014705538,109.5093544,959,0,Joining
P1348,2025-01-07 07:06:00,Lithography,WAF61315,74.80089712,57.66014655,332.9075192,541.9129684,1286.120145,0.49624071,1.938761641,0.004081016,114.5020654,934,0,Joining
P1122,2025-01-07 07:06:00,Etching,WAF13608,71.2970923,36.02901067,416.4590466,416.0013376,1680.940946,0.485183954,3.352028359,0.015880146,101.070169,157,0,Joining
P1974,2025-01-07 07:06:00,Etching,WAF52346,85.27596371,44.04662725,323.9249524,473.2870349,1288.540187,0.539595622,1.545487571,0.009353093,104.125695,630,0,Joining
P1806,2025-01-07 07:06:00,Etching,WAF46593,70.73235846,47.53254124,347.2819278,524.7975906,1499.300959,0.513785393,1.943543935,0.005736131,141.2901037,826,1,Non-Joining
P1293,2025-01-07 07:06:00,Deposition,WAF77082,78.4839648,43.60072148,259.2756667,544.2648857,1665.59593,0.399976785,1.811927652,0.006145733,111.2559336,317,0,Joining
P1878,2025-01-07 07:06:00,Lithography,WAF64501,75.12320783,44.83386142,349.2732356,516.0206777,1320.336951,0.470581631,2.480039175,0.000975767,107.9256913,374,0,Joining
P1854,2025-01-07 07:07:00,Lithography,WAF93576,70.2351587,42.14181599,313.6226651,629.7381951,1338.705551,0.536476281,0.832635132,0.011576256,136.7294286,626,0,Joining
P1339,2025-01-07 07:07:00,Etching,WAF24284,80.53426812,67.38181115,293.9820376,704.1735883,1437.025919,0.47619223,0.559574747,0.015095185,126.1113291,173,0,Joining
P1121,2025-01-07 07:07:00,Deposition,WAF71671,72.03072005,60.67031357,273.0899018,398.3463084,1478.941288,0.439913826,2.340532846,0.01422766,128.4221582,695,0,Joining
P1008,2025-01-07 07:07:00,Deposition,WAF36564,71.34393505,72.46873118,228.0590351,418.3766483,1663.04328,0.506742701,2.737640711,-0.002965222,96.92351681,200,0,Joining
P1146,2025-01-07 07:07:00,Lithography,WAF62164,72.827749,62.32635972,277.715855,362.3770516,1141.935342,0.453494028,2.491574106,0.00932094,82.03432247,880,0,Joining
P1174,2025-01-07 07:07:00,Lithography,WAF70526,75.49256111,48.36206171,336.9516026,472.545011,1616.098809,0.486601825,2.952805194,0.012432627,116.1293915,489,0,Joining
P1556,2025-01-07 07:07:00,Deposition,WAF77868,73.49077053,54.71195833,461.1464221,453.5251564,1470.012051,0.431695147,2.777658693,0.003035109,127.1249302,735,0,Joining
P1332,2025-01-07 07:07:00,Lithography,WAF18583,76.0431364,34.67057843,272.2340057,369.9065633,1490.957535,0.48896073,2.88662602,0.011135209,113.7494309,729,0,Joining
P1194,2025-01-07 07:07:00,Deposition,WAF48057,84.23301536,41.48309274,383.0635006,504.0459915,1595.371831,0.470958685,1.70957558,0.008711039,119.4535037,365,0,Joining
P1711,2025-01-07 07:08:00,Deposition,WAF15057,76.28628024,50.11581115,323.8074331,650.7041975,1511.438848,0.524657498,2.155432274,0.007703349,104.4007194,455,0,Joining
P1207,2025-01-07 07:08:00,Etching,WAF88104,64.97343802,38.51638174,204.6886454,543.8149345,1473.019873,0.445751785,1.62834245,0.005877795,115.7797537,769,0,Joining
P1326,2025-01-07 07:08:00,Lithography,WAF65511,72.56833061,47.51405592,254.1514616,555.8566343,1519.93789,0.482598842,0.97061939,0.006255707,147.1187867,710,0,Joining
P1000,2025-01-07 07:08:00,Deposition,WAF31459,76.73941266,60.08110962,230.6652718,514.2049166,1849.514882,0.47532534,1.280066348,0.001447518,119.3088645,447,1,Non-Joining
P1613,2025-01-07 07:08:00,Etching,WAF35692,71.27667549,41.42833458,262.0334964,562.0164749,1283.237401,0.439969221,3.475949254,0.015451552,133.3315199,192,0,Joining
P1789,2025-01-07 07:08:00,Deposition,WAF45763,79.28345935,68.2023875,293.4833021,589.6423561,1597.417519,0.438898109,2.05955415,0.004935337,136.8105599,155,0,Joining
P1112,2025-01-07 07:08:00,Etching,WAF55680,68.34905242,42.54410708,330.2535748,515.0997504,1171.225408,0.523289482,1.869179839,0.008546874,111.8747944,643,1,Non-Joining
P1225,2025-01-07 07:08:00,Etching,WAF68420,70.79874118,73.4887597,281.8625973,463.1094891,1355.464665,0.593049136,3.564084108,0.014545124,78.73365518,885,0,Joining
P1265,2025-01-07 07:08:00,Etching,WAF22554,66.72926985,29.17354887,273.1878075,516.1220666,1612.523415,0.622258525,0.996246069,0.007424968,119.1178053,644,0,Joining
P1490,2025-01-07 07:08:00,Lithography,WAF47867,77.62017509,38.54121807,420.0707264,626.3531291,1429.61071,0.516673543,2.509591916,0.009798699,114.7777528,649,0,Joining
P1333,2025-01-07 07:08:00,Deposition,WAF98393,73.4746223,39.34253687,305.622083,435.6432095,1694.473879,0.450259478,2.154013104,0.018736603,119.9535904,433,0,Joining
P1699,2025-01-07 07:09:00,Etching,WAF25316,77.64388579,49.24517647,385.6260792,394.2224655,1475.77103,0.499171922,3.119634647,0.004040902,119.9505166,434,0,Joining
P1344,2025-01-07 07:09:00,Etching,WAF16674,78.35925154,51.71917909,310.5235081,473.5201058,1377.303853,0.599198508,2.083627808,0.009883362,97.45552068,536,0,Joining
P1936,2025-01-07 07:09:00,Lithography,WAF23987,68.83081707,63.55668658,291.2717106,420.2353073,1790.666845,0.467094402,1.760935237,0.017643706,131.6002748,309,0,Joining
P1665,2025-01-07 07:09:00,Deposition,WAF26217,74.37060336,60.12520635,250.4486493,358.794756,1620.000536,0.484834114,1.889955368,0.013968277,96.41506123,579,1,Non-Joining
P1964,2025-01-07 07:09:00,Lithography,WAF48459,78.69559326,49.36420642,263.734965,479.2986521,1504.12783,0.536288695,1.798528248,0.01117803,111.1576961,357,0,Joining
P1426,2025-01-07 07:09:00,Deposition,WAF49827,74.07032292,73.41884927,261.7469051,618.5586012,1376.613216,0.522301599,3.716567888,0.008614809,114.3777438,977,0,Joining
P1011,2025-01-07 07:09:00,Deposition,WAF34118,73.95023608,54.08927341,271.2773799,598.9567135,1620.142833,0.529740252,2.893047413,0.003191774,88.91890768,888,0,Joining
P1305,2025-01-07 07:09:00,Deposition,WAF42740,76.95540755,50.48950923,308.5220244,548.84089,1392.527786,0.531990287,1.687174262,0.011097539,134.3973193,469,0,Joining
P1984,2025-01-07 07:09:00,Etching,WAF71276,77.74763337,54.63450769,399.7998162,565.3097605,1662.567445,0.598487191,2.077101494,0.007224363,116.7632123,916,0,Joining
P1888,2025-01-07 07:09:00,Etching,WAF23543,80.94695689,41.10892087,249.1634415,457.3660197,1560.431777,0.467288738,1.794446699,0.005265156,92.73536751,374,1,Non-Joining
P1440,2025-01-07 07:10:00,Deposition,WAF16116,78.84603174,59.43220381,281.3997734,573.455499,1804.418631,0.424390895,2.208703336,0.008107076,111.670483,445,0,Joining
P1671,2025-01-07 07:10:00,Lithography,WAF76421,73.71449691,48.77756068,260.1942884,577.3132627,1268.458088,0.492026906,1.488570324,0.013272973,127.8849052,364,0,Joining
P1657,2025-01-07 07:10:00,Lithography,WAF15591,75.13577455,36.68487701,262.8875898,415.6489634,1588.57483,0.572202794,1.595377931,0.00749669,139.0555134,403,0,Joining
P1110,2025-01-07 07:10:00,Etching,WAF45411,68.82797171,54.20450852,302.4359009,529.726259,1304.524124,0.497375987,1.190097245,0.009188859,117.3330968,120,0,Joining
P1136,2025-01-07 07:10:00,Etching,WAF86661,67.13282581,28.97042099,317.781562,548.9469733,1635.674376,0.514462449,2.631264407,-0.000128346,103.2262005,226,1,Non-Joining
P1795,2025-01-07 07:10:00,Etching,WAF13543,68.7538224,40.43711087,339.1021396,491.4623835,1770.874862,0.516255426,2.477204491,0.006579579,111.3661928,478,0,Joining
P1154,2025-01-07 07:10:00,Etching,WAF41594,80.81935523,56.33697147,240.2813684,408.7499178,1341.069387,0.424134366,3.251272518,0.015983336,144.8625914,879,0,Joining
P1091,2025-01-07 07:10:00,Lithography,WAF65485,72.7072367,44.74603548,340.7684207,508.1598369,1763.091012,0.572778191,0.696043278,0.014975326,127.6441898,912,0,Joining
P1178,2025-01-07 07:10:00,Etching,WAF76297,74.14308663,62.12853739,355.3054854,574.4344245,1888.324612,0.55915201,1.667766404,0.011168833,138.7516597,331,0,Joining
P1231,2025-01-07 07:10:00,Etching,WAF97030,76.81364783,63.17089404,339.4225003,459.2434938,2045.272162,0.527696257,2.173958335,0.007769874,113.3232088,545,0,Joining
P1314,2025-01-07 07:10:00,Lithography,WAF66395,73.99000001,56.02323683,301.3839105,556.7228126,1758.139793,0.449658244,2.476106297,0.001124315,138.6578526,684,0,Joining
P1993,2025-01-07 07:11:00,Lithography,WAF22738,76.69312579,52.07065724,291.3406795,596.1039675,1611.080479,0.519880716,1.802733455,0.006516917,142.689193,836,0,Joining
P1480,2025-01-07 07:11:00,Deposition,WAF36238,72.30543917,44.99148859,382.4447754,429.0661475,1389.320291,0.525529242,0.312059725,0.010810638,111.6849279,518,0,Joining
P1517,2025-01-07 07:11:00,Deposition,WAF33492,66.56129296,65.04384838,282.3665421,426.3999411,1656.760821,0.538645307,1.56163728,0.004112925,96.50858528,276,0,Joining
P1248,2025-01-07 07:11:00,Lithography,WAF87221,78.2442377,22.25522757,316.0127323,531.8460774,1306.434879,0.392857324,2.091436484,0.012107297,108.4737257,815,1,Non-Joining
P1428,2025-01-07 07:11:00,Lithography,WAF78367,71.84653837,52.23679486,278.6305991,351.4452091,1342.47428,0.567529378,1.71051679,0.010072419,100.3445449,879,0,Joining
P1903,2025-01-07 07:11:00,Lithography,WAF86169,76.17156994,59.59330956,295.4884847,470.9764731,1791.530215,0.533204997,3.754445664,0.007785641,114.7340247,737,0,Joining
P1921,2025-01-07 07:11:00,Deposition,WAF75270,71.27118128,46.48719833,366.0978384,460.8086673,1708.220153,0.53904441,1.54267783,0.019235738,152.8944719,103,1,Non-Joining
P1830,2025-01-07 07:12:00,Etching,WAF21282,74.57378535,40.55176106,251.611883,513.0068274,1590.048348,0.505081824,2.400576598,0.007460993,84.85729138,453,1,Non-Joining
P1494,2025-01-07 07:12:00,Deposition,WAF73073,84.10443296,59.52976269,311.1643645,576.1339542,1307.600894,0.528987965,1.565010306,0.014460648,126.8189732,821,0,Joining
P1117,2025-01-07 07:12:00,Deposition,WAF68458,81.0031483,62.52575371,322.7633912,557.722147,1579.928269,0.477990414,1.973276499,0.012301483,108.4908915,730,1,Non-Joining
P1438,2025-01-07 07:12:00,Etching,WAF45500,71.50108628,64.39028188,312.3993161,559.4972603,1071.181843,0.519909629,1.460090361,0.014178059,110.5817769,685,0,Joining
P1110,2025-01-07 07:12:00,Lithography,WAF62900,82.84817252,51.17217256,238.8711315,512.5783373,1602.840434,0.454075468,1.034306531,0.019538385,113.0010011,114,1,Non-Joining
P1369,2025-01-07 07:12:00,Lithography,WAF57373,68.67457201,32.03216754,299.1686289,537.4619569,1272.41581,0.433495397,1.149678474,0.009796435,105.7111994,832,0,Joining
P1714,2025-01-07 07:12:00,Etching,WAF11872,70.22491148,54.58723542,252.1030391,415.088209,1734.372255,0.510734508,1.832122716,0.015358298,115.1578145,760,0,Joining
P1366,2025-01-07 07:12:00,Etching,WAF95184,80.38287658,54.89124362,274.4504962,543.690577,1207.352646,0.522446203,1.86137064,0.018905323,106.9921627,750,0,Joining
P1501,2025-01-07 07:13:00,Etching,WAF59630,71.47288143,57.31689887,286.6604698,462.4865389,1507.556517,0.543659758,2.617829106,0.012599395,109.2215415,999,0,Joining
P1427,2025-01-07 07:13:00,Lithography,WAF23427,80.87720322,60.23426367,281.4841871,355.0462316,1643.221709,0.51192197,1.407573011,0.015966061,93.85257199,400,1,Non-Joining
P1013,2025-01-07 07:13:00,Etching,WAF11374,74.64583046,59.0595451,287.3923833,221.4801218,1325.896742,0.454459346,2.24133787,0.011022951,69.04034779,454,0,Joining
P1749,2025-01-07 07:13:00,Lithography,WAF13717,70.79593599,37.03068164,297.1331595,617.5739822,1317.39923,0.467850222,0.695871432,0.012635627,118.9062025,274,0,Joining
P1662,2025-01-07 07:13:00,Deposition,WAF35259,81.64165903,43.01410458,253.1325555,507.9295003,1165.544939,0.48066533,0.18500671,0.009118267,124.8174018,634,0,Joining
P1562,2025-01-07 07:13:00,Lithography,WAF34271,79.01250577,26.43063304,261.9893962,612.5789191,1347.746323,0.456275645,2.981614731,0.009122697,135.4753211,172,0,Joining
P1886,2025-01-07 07:13:00,Deposition,WAF26631,77.02352056,51.26321273,329.0307217,520.4849145,1396.147446,0.474063474,2.546323714,0.015493892,119.2256283,662,0,Joining
P1232,2025-01-07 07:13:00,Deposition,WAF99100,77.41714115,53.77074717,276.4220503,588.5614239,1206.2614,0.484719218,2.764945605,0.011347802,135.9975353,625,0,Joining
P1537,2025-01-07 07:13:00,Deposition,WAF21870,76.39618877,65.23596917,327.78808,296.0850034,1543.422005,0.448089762,2.121058061,0.012010725,119.6621729,610,1,Non-Joining
P1034,2025-01-07 07:13:00,Deposition,WAF77505,71.30792648,55.399176,334.6564738,499.6931494,1741.730186,0.458362413,1.398169328,0.005698875,108.63424,886,0,Joining
P1609,2025-01-07 07:14:00,Deposition,WAF13868,77.89988288,47.91629107,300.3298001,623.4483104,1726.340315,0.461804817,0.806894694,0.011361185,116.4011606,737,0,Joining
P1288,2025-01-07 07:14:00,Etching,WAF87735,72.9252206,61.75487421,251.518463,350.2764334,1478.270099,0.567797584,2.593275181,0.007860764,135.9853859,123,0,Joining
P1914,2025-01-07 07:14:00,Etching,WAF21569,65.09573076,46.1024361,311.6841226,426.3813075,1398.664901,0.534366094,2.331717882,0.019923079,81.60622075,345,0,Joining
P1955,2025-01-07 07:14:00,Etching,WAF54456,75.27894814,51.85314516,288.1011675,538.4615396,1524.792414,0.50510869,1.797349531,0.01119182,120.4809205,954,0,Joining
P1075,2025-01-07 07:14:00,Etching,WAF59060,75.81199953,59.89130157,326.0994163,690.7315388,1652.573416,0.523797467,2.131247101,0.012299205,125.0791897,262,0,Joining
P1731,2025-01-07 07:14:00,Deposition,WAF30836,71.61594632,55.46928011,277.4257321,451.5324014,1507.980065,0.436858214,2.915137185,0.015842206,135.9592261,870,0,Joining
P1126,2025-01-07 07:14:00,Deposition,WAF51274,82.42030277,44.8711643,282.8128351,566.007982,1328.020144,0.548109799,1.829445524,0.02261276,114.9942984,828,1,Non-Joining
P1176,2025-01-07 07:14:00,Deposition,WAF26551,73.18832771,30.85418035,210.0519426,297.5151926,1557.426431,0.516556248,1.812650465,0.006182374,126.1809367,966,0,Joining
P1409,2025-01-07 07:14:00,Lithography,WAF34729,69.63554942,40.36111811,282.9232835,425.1513977,1776.883015,0.460436502,0.33086856,0.008195644,116.5561955,989,0,Joining
